@relation TEXTvsAUTHOR

@attribute title string
@attribute Class {"daniel buarque", "josias souza", "leonardo sakamoto", "carlos melo"}
@attribute date string
@attribute content string

@data
'agencia economia greve motoristas pode definir rumo eleicao','daniel buarque','25/05/2018','em poucas analises publicadas veiculos estrangeiros respeito caos criado greve motoristas caminhao brasil indica pode afetar rumos eleicao presidencial pais greve reflete irritacao generalizada aumento preco combustiveis pais mal recupera pior recessao historia diz reportagem publicada site agencia partir paralisacao tom favoravel mercado vinha dominando debate pre eleitoral pode transformar segundo economista ouvida agencia greve mostra brasileiros estao preparados liberdade mercados caos gerado greve ganhou pouca repercussao internacional ate fim desta semana alem analise bloomberg apenas agencias noticias distribuiram reportagens relatando situacao pais propagacao fake news conta paralisacao outro veiculo rede britanica bbc publicaram reportagens curtas tema ponto interessante cobertura internacional destino brasil texto baseado alerta ministerio relacoes internacionais pais indicando greve pode alterar operacao voos aeroportos brasileiros afetar suprimento supermercados'
'antecipar arbitrar interesses maior erro governo','carlos melo','24/05/2018','foto fernando frazao agencia brasila ambiguidade artes politica dubiedade declaracoes gestos busca equilibrar conflitos expectativas tempo diz sabedoria antiga ninguem feliz servindo dois senhores determinado momento ambiguidade revela dubiedade transforma indecisao trata arte porque dificil saber momento certo abandonar vacuidade discursos decidir preocupando assim equilibrio geral arbitrar enfim grande desafio qualquer governo embevecido facilidade deu impeachment tomada poder governo temer julgou capaz permanentemente servir dois tres senhores fisiologismo sistema politico dinamica social complexa sociedade moderna rigores ortodoxia mercado financeiro esqueceu ambiguidade apenas recurso discursivo perdeu tendo cortejado todos termina fim desagradar todos caso paralisacao caminhoneiros exemplar problema estrutural modelo transporte brasileiro rodoviario distribuicao quase tudo produz faz caminhoes grande transporte pessoas onibus tudo movido oleo diesel estradas cidades tempo dentro logica formal mercado politica precos petrobras natural fortemente influenciada precos internacionais dolar petroleo correlacao outro obvia conflito algum momento inevitavel precos oleo diesel elevam sobem custos transporte caminhoneiros qualquer humano podem trabalhar graca solucao obvia mercado aumentar frete tampouco simples pois implicaria aumento geral custos dai inflacao vez controle inflacao economica socialmente fundamental politicamente poucos trunfos atual governo cilada governo acionista majoritario petrobras limite cartas precisa socios empreitada oferta acoes mercado preocupar interesses acionistas minoritarios empresa justo moral economicamente nada absoluto tambem ai havera conflito eventualmente E tarefa maior governo preocupar tambem interesses gerais sociedade outra cilada colocar fragil equilibrio risco governo precisa antecipar ciladas circunstancias E tarefa governo ambiguidade deixa eficaz preciso agir arbitrar conflitos ambiguidade pode instrumento eficaz duvidoso contexto eleicao exercicio continuado governo comporta erros confusoes absolutamente improdutivos atual governo entanto parece viver periodo eleitoral embora presidente viabilizasse durante impeachment negando faria confusao desperta tragedia questao abandonar discurso ambiguo antecipar problemas anteve riscos comunica modo pedagogico politicamente eficaz lideranca serviria tal modo governo michel temer desagradou sociedade petrificada diante risco desabastecimento desagradou mercado revelar bruscamente limite controle petrobras sim estatal pedro parente qualificadissimo gestor sim funcionario governo nomeado presidente republica discurso autonomia empresa tudo mundo limites obedece sim logica politica sociedade mercado devem esperar governo interferencia empresas estatais nome interesse publico limite conflitos negocios escusos direcionamento investimentos nocivos suspeitos ocorreu propria petrobras ocorre eventualmente diversas estatais pode servir dois senhores possivel negociar atender cada vez cientista politico professor insper'
'governo paga resgate pais continua refem','josias souza','25/05/2018','o baronato transporte carga sequestrou rotina brasileiros levar rosto vitrine terceirizou bloqueio estradas caminhoneiros autonomos quarto dia pais submetido caos planalto cedeu integralmente exigencias troca obteve armisticio mixuruca duas semanas subscrito todos sequestradores paz social quer dizer governo michel temer pagou resgate brasil continua refem ilegalidade locaute pode chamar greve patroes proibido legislacao brasileira palavras negociador eliseu padilha chefao casa civil governo cedeu tudo socilitado inclui tabelamento preco diesel 30 dias subsidio atenuar reajustes ate final ano petrobras fique prejuizo tesouro nacional tambem conhecido contribuinte pagara estatal diferenca preco mercado refresco servido turma roda presa coisa ate final ano temer enviado volta casa onde outro lugar repetindo armou algo parecido versao envergonhada controle precos adotado sob dilma rousseff diferenca impor novos prejuizos petrobras custo subsidio migrou passivo estatal bolso plateia muita gente acredita mesma coisa dinheiro publico gratuito necessario cortar r 5 bilhoes outras areas administracao publica ultima vez governo fazer transferiu verbas seguro desemprego cobrir calote aplicado bndes venezuela mocambique evidencia patronato utilizou caminhoneiros bonecos ventriloquo incluiu acordo compromisso governo permitir congresso reonere folha salarial setor novo folha empresas transportadoras continuara isenta pagamento imposto tudo reducao taxas tributos incidem diesel admita governo outra alternativa senao negociar precisava fazer joelhos poderia ter condicionado concessoes desinterdicao previa rodovias necessario passar mao cabeca patronato trafega acostamento legislacao manha desta sexta feira faltarao mantimentos gondola combustivel bomba remedios prateleira nenhuma mercadoria escassa momento autoridade presidencial michel temer tornou pequena criatura ninguem ignora personagem brigou permanecer volante falta itinerario consolidou ex presidente exercicio presidencia'
'eunicio tirou pes realidade asas fab','josias souza','25/05/2018','ao retornar pressas brasilia nesta quinta feira presidente senado fez reacao criticas deixara fazer precaucao eunicio oliveira voara ceara estado dando ombros crise provocada paralisacao caminhoes decolar tirou pes apenas solo capital perdeu contato realidade dia ate querosene aviacao falta aeroporto brasilia eunicio deu asas insensatez bordo jatinho fab toda comodidade dinheiro publico pode custear milionario senador dono aviao eunicio voltou pressas pois havia risco senado ter realizar nesta sexta feira sessao emergencia planalto acabou celebrando armisticio liberar freio mao caminhoes duas semanas vaivem eunicio resultou apenas caso verba contribuinte jogada janela'
'michel temer vive dias dilma rousseff','josias souza','24/05/2018','a crise caminhoes deixou governo michel temer linha economica ortodoxa cara gestao dilma rousseff adeptada economia criativa agosto 2015 vice presidencia temer revelou candidato trono frase dita jornalistas E preciso alguem capacidade reunificar todos hoje temer alcancou objetivo reunificou pais contra si correto chamar greve paralisacao caminhoneiros existiria voz comando grandes medias empresas transportadoras servindo caminhoneiros autonomos prestam servicos baronato transporte mostrou quatro dias dificil parar pais cuja producao majoritariamente distribuida via rodoviaria voltaram contra temer caminhoneiros irritados aumento combustiveis transportadoras exigiram queda impostos diesel camara aprovou toque caixa solucao cara rasteira custo r 12 bilhoes mercado derrubou cotacao acoes petrobras farejar sinais volta interferencia planalto politica precos estatal fraco impopular temer vive dias dilma sorte eleicao proxima planalto vice dizer preciso alguem capacidade reunificar todos'
'E locaute diz jungmann caminhoneiros','josias souza','24/05/2018','o ministro raul jungmann seguranca publica afirma correto chamar paralisacao transportes cargas greve caminhoneiros claramente locaute disse empregando termo origem vacabulo lingua inglesa significa paralisacao empresas proprios patroes algo probidio legislacao brasileira informacoes recebido movimento caracteriza locaute capitaneado grandes empresas distribuidoras querem manter margens lucro acrescentou jungmann E evidente participacao caminhoneiros autonomos movimento tomado proporcoes tomou participacao apoio comando empresas reforcar declaracoes jungmann contou policia rodoviaria federal vem sendo acionada varios locais realizar escolta caminhoes compete policiais rodoviarios convencer motoristas levarem cargas empresas negam convencer funcionarios prestadores servico levarem cargas premido crise governo mexe duas frentes planalto negocia tregua lideres paralisia noutra advocacia geral uniao recorre judiciario impedir bloqueio estradas ajuizou tres dezenas acoes ora obteve 19 liminares autoriozando uso forca policial desobstruir estradas'
'marina revive 2018 conto patinho feio','josias souza','24/05/2018','a participacao marina silva uol folha sbt reforcou sensacao presidenciavel rede sustentablidade revive 2018 versao eleitoral conto patinho feio mencoes lava jato presidenciavel rede encarna candidatura aparencia cisne chocado ninho outras aves competitiva marina consegue explicar governaria tendo formar maioria congresso dominado bando patos viciados propinas verbas publicas cargos oficiais todas benesses dinheiro publico consegue financiar discurso economico marina contem pesticidas nada diz sugere opcao aventura vai manter tecnologia tripe funciona desde plano real metas inflacao cambio flutuante superavit fiscal nada tentar reinventar roda retorica politica exclui gluten fisiologismo perspectiva marina governo fara concessoes maus costumes composto melhores quadros extraidos banda saudavel pt psdb pmdb academia empresariado beleza combinou centrao jovem virgem pois chegou chave cofre partido marina grao areia oceano congresso argumenta dilma rouseff granjeou maioria amazonica caiu michel temer mago articulacao consegue governar marina alega hipotetica presidencia conseguiria impor plenarios camara senado qualidade propostas problema premissas lancadas candidata desmentidas penuria estrutural campanha desconsiderando mixaria recebera fundo eleitoral marina dispoe insignificantes 12 segundos propaganda radio tv tentou costurar alianca outras legendas conseguiu obter 45 segundos psb partido oferecera abrigo marina sucessao passada agora quer distancia dirigentes consideram personalidade complicada marina corre risco repetir 2014 naquela eleicao experimentou ascensao fulminante cisne ultrapassou aecio neves agosto morte eduardo campos chegou liderar pesquisas abrindo dez pontos vantagem dilma rousseff dispunha epoca algo dois minutos horario eleitoral gratuito massacrada marquetagem desconstrutiva pt 12 segundos atuais marina potenciais 20 milhoes votos tornaram alvos faceis superestrutura candidata dispoe combater interesse conviver indecifravel figura eleitor animasse impor marina marra patos talvez impedissem governar indagacao escalaria manchetes automaticamente vai terminar mandato'
'greve caminhoneiros mostra facil parar pais governo','leonardo sakamoto','24/05/2018','caminhoneiros fazem barricada br 116 perto embu sp nesta terca foto everaldo silva futura press folhapressa paralisacao caminhoneiros principio legitima nasceu descontentamento real autonomos possuem veiculos prestam servicos aumentos diesel politica precos petrobras flutua acordo preco internacional derivados petroleo leva aumentos hora outra custo frete reduz margem fica caminhoneiro conta forte apoio empresas transporte cargas contudo dominam cenario tentam sequestrar pauta greve legitima trabalhadores junto locaute empresas interessadas corte custos aumento lucros governo governo agisse garantiria patrao usa grevista devidamente punido unicos fazem contudo pautas politicas bizarras algumas entidades classe tambem demonstram dirigentes tentam usar categoria nome interesses particulares conversei dois caminhoneiros vivem regiao sudeste pediram serem identificados contaram insatisfacoes sendo lentamente cozidas tempos grupos whatsapp outros colegas concorrencia grande valor pago frete pequeno sobra bancar familia quase nada detalhe tao pequeno mesma forma batecao panelas pro impeachment surpreendeu inserido grupos mensagens antipetistas maioria ideia havia tal movimentacao caminhoneiros dado carater fechado rede torna dificil detectar outras insatisfacoes estao prestes estourar governo michel temer porem pode acusado ter sido surpreendido recebeu avisos entidades representativas categoria batata assando preferiu sempre fazer egipcia ignorar petrobras sendo pressionada abrir mao parte lucro contabilizar mudancas preco derivados petroleo longo exemplo semestre entregando datas previsiveis reajuste sovietico possa parecer funciona certa forma gas cozinha possibilidade diesel aterroriza acionistas empresa temem voltar situacao controle artificial precos presente governo passado acoes preferenciais companhia operavam queda 14 10h20 desta quinta 24 gigante brasileira energia empresa capital misto cujo comando indicado governo federal deve portanto apenas produzir ganhos acionistas conta papel relevante influenciar outros setores economia executar politicas desenvolvimento social faz necessario portanto equilibrio desejam acionistas minoritarios qualidade vida pais mercado atraves guerrilha midiatica chantagem descarada sabe fazer pressao forma bem profissional trabalhadores grosso populacao neste caso presidente companhia indicado temer pedro parente tentou manter aparencias decisao reduzir diesel 10 15 dias inteiramente empresa poucos acreditam nisso resultado intervencao governo uniao bancar parte perdas povao sempre rechacou ideia privatizacao petrobras conta discurso soberania nacional patrimonio publico ecos campanhas passadas petroleo contudo caindo ficha muita gente politicas empresa afetam dia dia imaginavam controle petrobras sob maos setor privado provavelmente hoje discutiria saida apenas via reducao impostos causando rombo irreparavel contas publicas empresa sitiada chamaria policia abrir piquetes pau resultante deus acuda caminhoneiros bloqueiam rodovia br 116 paulo foto miguel schincariol afppor caminhoneiros fazem pressao contrata servicos transmitindo aumento custo porque facil arrancar algo desse governo grandes empresas dependem transporte rodoviario tanto associacoes produtores rurais dependem frete estao exemplo apoiando greve dessa forma socializam problema alem disso frota maior caminhoes apos anos bonanca menos carga conta crise cada nega frete dois topam reducao impostos pura simplesmente resolve mensagens argumentos superficiais redes sociais podem exigir todos impostos combustiveis imediatamente zerados sob justificativa valores arrecadados usados apenas bancar corruptos esquecem educacao saude publica exemplo custam caro produz compartilha mensagens raro mesmas pessoas rangem dentes investimentos perdem rentabilidade principal ralo orcamento uniao exatamente pagamento juros contar impostos gasolina tambem deveriam ter funcao dissuadir uso transporte individual detrimento coletivo reduzindo emissao gases toxicos matam cidadaos grandes cidades novamente tivessemos governo momento apos solucao deste embrolio perfeito discutir apoio expansao ferroviaria brasil dimensoes continentais lento vergonhosamente caro falando gasolina rabeira pressao contra diesel caminhoneiros segue insatisfacao contra preco gasolina taxistas motoboys motoristas uber outros aplicativos transporte prometem fazer escandalo caminhoneiros atendidos motoboys fazem protesto frente distribuidora combustivel foto pedro ladeira folhapresscoincidentemente ultimos dias paralisacao ameacas greve parte professores rede particular ensino motoristas cobradores onibus outros apenas salario condicoes minimas trabalho seguranca diante violencia descontentamento sendo levado banho maria grosso desalentado populacao extremamente descrente quanto competencia vontade governo dar respostas problemas vida pode estar chegando limite neste ano caso governo ceda breve reduzindo valor impostos diesel petrobras comprometa rever politica reajuste precos pais fica livre dessa crise ate proxima porque partir momento categoria trabalhadores empresarios mostra facil sitiar governo empodera outros grupos sociedade tanto pautas legitimas quanto so desejam ver circo pegar fogo nome objetivos eleitorais considerando primeiro grupo gigante dada situacao economica segundo barulhento saber criar panico via redes sociais periodo real turbulencia pais pode estar apenas comecando atual governo legitimidade negociar dialogar fazer valer leis caminhoneiros sabem disso empresas transporte sabem disso grandes produtores rurais industrias sabem disso sociedade brasileira sabe disso solucao passa incondicionalmente eleicoes democraticas respeitem vontade populacao iremos transferir proximos quatro anos vividos ultimos quatro dias'
'criticado maia desabafa problema impopularidade presidente','josias souza','26/05/2018','a atmosfera eleitoral havia produzido fenda relacoes presidente camara rodrigo maia michel temer desde quarta feira passada maia liderou aprovacao artigo zerou aliquota pis cofins diesel fenda tornou abismo temer auxiliares maia patrocinou gambiarra canhestra pois desconsiderou novidade abre buraco r 12 5 bilhoes contas publicas menos operador presidente disse maia conspira derrubar temer raciocinio ecoado presidente senado eunicio oliveira dialogo privado nessa versao maia tramaria contra temer porque presidente vice afunda comandante camara ascende gravidade conversa maia fez desabafo problema impopularidade presidente problema governo 86 brasileiros avaliam michel formal terminal verdade declarou maia referia percentual eleitores disseram datafolha pesquisa divulgada mes passado votariam presidenciavel indicado temer candidato planalto dem maia avalia planalto razoes cobrar lealdade recorda oportunidade prejudicar temer durante tramitacao camara duas denuncias procuradoria contra presidente portou isencao recusa responder provacoes marun ex general tropas eduardo cunha presido camara poder independente limita dizer isencao pis cofins cobrados diesel principais reivindicacoes caminhoneiros atravancam rodoviais todo pais seis dias camara enfiou refresco dentro proposta reoneracao folha salarial empresas alegou dinheiro governo coletara volta tributacao folha praticamente compensaria cifra deixara arrecadada diesel enviado camara dia votacao marun alertou prejuizo r 12 5 bilhoes r 3 bilhoes estimara assessoria camara deputados deram ombros maia reconheceria dia seguinte calculo camara errado deputado adotou numero trombeteado marun admite frustracao arrecadacao menos tres vezes maior valor camara havia estimado coisa r 9 bilhoes assim maia continua defendendo fim cobranca pis cofins diesel melhor alternativa recolocar caminhoes movimento aprovada camara proposta seguiu senado ali eunicio oliveira passou ecoar ponderacoes planalto fala responsabilidade fiscal critica protagonismo maia eunicio alega ter sido surpreendido maia sustenta havia combinado presidente camara reoneracao folha empresas usada governo zerar cide abreviatura outro tributo incide diesel diabo zerando apenas cide desconto preco diesel irrisorios r 0 05 repetindo cinco centavos algo caminhoneiros sublevados acharam risivel dai decisao deputados incluir proposta reoneracao folha salarial isencao pis cofins diesel gerou despesa extra prevista orcamento r 17 bilhoes contabilizou presidente camara ninguem atacou eunicio preferem acusar ter criado r 6 bilhoes despesa adicional conta maia prejuizo isencao pis cofins estimado r 9 bilhoes parcialmente compensado r 3 bilhoes devem coletados volta tributacao falha salarial empresas resto maia diz expurgo tributos incidem diesel atenderia principal demanda caminhoneiros governo ofereceu acordo negociou caminhoneiros proposta alternativa preve congelamento preco diesel 30 dias oferta subsidio r 5 bilhoes suavizar reajustes combustiveil ate final ano nessa formula tesouro nacional faria ressarcimento petrobras diferenca reajuste real diesel valor camarada cobrado clientela maia enxerga senao desvantagens nessa solucao sustenta alem intromissao governo petrobras garantias subsidio custara r 5 bilhoes pois governo controle cotacao internacional petroleo variacao dolar pode custar r 15 bilhoes vez r 5 bilhoes rodrigo maia prossegue E preciso levar conta pis cofins tributos regulatorios preco petroleo sobe governo reduzir impostos dobraram aliquota pis cofins ano passado elevando arrecadacao r 20 bilhoes cima povao prejudicou apenas caminhoneiros utilizam diesel prejudicados todos trabalhadores utilizam veiculos movidos gasolina alcool deputado presidente camara avalia governo tera dificuldades providenciar recursos capazes compensar alivio tributario diesel estima uniao deve arrecadar ate r 14 bilhoes bonus participacao especial chamada compensacao financeira devida concessionarias exploracao petroleo gas natural maia cifra deve devolvida sociedade arremata governo entendeu brasil saiu recessao brasileiros'
'coisa governo fraco diz maia deliberacao usar forcas armadas','josias souza','26/05/2018','o presidente camara rodrigo maia dem rj criticou editado michel temer autorizar envolvimento forcas armadas esforco liberacao estradas bloqueadas caminhoneiros coisa tipica governo fraco disse maia noite desta sexta feira decreto temer militares vao agir rodovias federais estaduais municipais partir desta sexta feira ate dia 4 junho alem liberar vias poderao conduzir escoltar veiculos assegurar transporte produtos estrategicos combustiveis exemplo decisao errada declarou rodrigo maia governo deveria satisfazer termos ministro alexandre moraes supremo tribunal federal pedido advocacia geral uniao moraes autorizou uso forca desbloqueio estradas mencionou apenas tres corporacoes policia rodoviaria federal policias militares forca nacional seguranca governo pediu suficiente avaliou maia forcas armadas devem deixadas final situacoes extremas presidente parece gostar simbolismo'
'caminhoes levam temer fantasia caos','josias souza','25/05/2018','no dia 15 maio michel temer promoveu celebracao planalto marcar aniversario dois anos governo desperdicou discurso hora autoelogiando crise provocada paralisacao caminhoneiros demonstra presidente hospedado mundo fantasias pouco importa fatos desmintam reacao temer paralisacao caminhoes veio tarde deixou sociedade brasileira merce anarquia setor economico enxerga nada alem proprio umbigo temer presidente enfraquecido denuncias corrupcao mantem rotina reunioes assessores suspeitos dedicam exclusivamente reclamar outros falar bem governo apodreceu risco coisa assim dar certo inexistente sob temer planalto exagera capacidade transformar ruim algo pior caminhoneiros desafiaram autoridade governo temer abriu negociacao pedindo tregua ajoelhar entregou alma turma roda presa cedeu desde congelamento diesel ate subsidio r 5 bilhoes atenuar peso reajuste combustiveis ate final ano estradas continuaram bloqueadas so entao acionadas forcas seguranca brasil tornou lugar ideal surgimento pais inteiramente novo caos falta temer ex presidente republica exercicio presidencia'
'stf avaliza uso forca desbloquear vias','josias souza','25/05/2018','o ministro alexandre moraes supremo tribunal federal concedeu liminar autoriza uniao governos estaduais utilizar forca policial liberar rodovias bloqueadas caminhoneiros incluindo acostamentos despacho moraes menciona corporacoes estao autorizadas agir policia rodoviaria federal policias militares forca nacional seguranca deve decisao ministro pedido advocacia geral uniao ex ministro justica temer moraes escolhido relator acao governo sorteio alem avalizar emprego forca policial magistrado determinou suspensao efeitos decisoes judiciais impedem imediata reintegracao posse rodovias federais estaduais ocupadas todo territorio nacional moraes autorizou imposicao multas responsaveis bloqueios estabelecendo responsabilidade solidaria manifestantes condutores veiculos proprietarios pessoas fisicas juridicas entidades desrespeitarem determinacao ficarao sujeitas multas r 100 mil hora caminhoneiros multa r 10 mil dia vai abaixo integra decisao ministro tomada noite desta sexta feira 25 maio 2018 concedo medida cautelar postulada presente adpf ad referendum plenario art 5o SS 1o lei 9 882 1999 base art 5o SS 3o lei 9 882 1999 autorizo tomadas medidas necessarias suficientes criterio autoridades responsaveis poder executivo federal poderes executivos estaduais resguardo ordem entorno principalmente seguranca pedestres motoristas passageiros proprios participantes movimento porventura venham posicionar locais inapropriados rodovias pais bem impedir inclusive acostamentos ocupacao obstrucao imposicao dificuldade passagem veiculos quaisquer trechos rodovias desfazimento tais providencias concretizadas garantindo assim trafegabilidade inclusive auxilio entenderem imprescindivel forcas seguranca publica conforme pleiteado policia rodoviaria federal policias militares forca nacional b defiro aplicacao multas pleiteadas partir concessao presente decisao relacao item iv b peticao inicial estabeleco responsabilidade solidaria manifestantes condutores veiculos proprietarios pessoas fisicas juridicas c suspendo efeitos decisoes judiciais obstarem pleitos possessorios formulados uniao impedem livre circulacao veiculos automotores rodovias federais estaduais ocupadas todo territorio nacional inclusive respectivos acostamentos d suspendo efeitos decisoes judiciais impedem imediata reintegracao posse rodovias federais estaduais ocupadas todo territorio nacional inclusive respectivos acostamentos publique comunique urgEncia dd presidente republica publique'
'governador sp mandou multar caminhoneiros','josias souza','25/05/2018','em video exibido portal governo paulo governador marcio franca informou determinou policia rodoviaria passe multar caminhoneiros fecham estradas organizadores bloqueios estao sujeitos multas ate r 17 608 20 motoristas interrompem circulacao veiculos op valor multa r 5 869 40 dois casos par punicoes adicionais remocao veiculo suspensao carteira motorista ano'
'crise caminhoes acentua falencia temer','josias souza','25/05/2018','vao relacionadas abaixo nove evidencias governo michel temer vive ocaso enfiado trincheira fantasias acelera derretimento michel temer recebeu informacao havia gente equipando atravessar caminhoes rodovias cerca mes deu ombros fez tendo lado especialista materia chefe casa civil eliseu padilha encrenca caminhoneiros velha previsivel coisa parecida havia sucedido governos sarney fhc lula dilma eliseu padilha ministro transportes fhc 1999 explodiu greve caminhoneiros geral tudo parecido ocorre agora bloqueio estradas risco desabastecimento suspeita locaute greve patroes fhc ameacou acionar forcas armadas contra caminhoneiros simultaneamente enviou padilha mesa negociacoes temer padilha fizeram dobradinha ultima quarta feira presidente procurou holofotes informar reporteres solicitara tregua tres dias caminhoneiros ministro levou proposta reuniao supostos representes paralisacao Aquela altura faltavam alimentos remedios combustiveis praca abundavam fantasias planalto desde domingo trabalhando neste tema dar tranquilidade so brasileiro quer ver paralisado abastecimento tambem tentando encontrar solucao facilite vida especialmente caminhoneiros disse temer intranquilidade pais submetido iminencia caos diumar bueno presidente confederacao nacional transportadores autonomos cnta participou reuniao padilha ecoou pedido tregua temer saida tachou governo irresponsavel avisado bloqueios mes planalto saira lugar tregua pensar negociador governo 19 anos atras estrategia outra sob fhc chefe padilha falava forcas armadas tregua assim governo tucano ceder quarto dia paralisacao recuando reajuste diesel complicar caminhoneiros agora estao organizados comunicam whatsapp rodrigo maia presidente camara enxergou derretimento autoridade temer oportunidade aproveitada enfiou projeto desoneracao folha salarial empresas isencao pis cofins diesel coisa compensaria outra disse maia caminhoes voltariam circular planalto tratou proposta maia pauta bomba semelhante pavios eduardo cunha costumava acender contra dilma rousseff adesao lideres partidos governistas ideia maia potencializou impressao base congressual temer estilhacada carlos marun enviado temer camara noite quarta tentar desarmar bomba rodrigo maia suprema ironia sob dilma marun general tropa eduardo cunha dedicava acender fosforo hoje promovido coordenador politico temer marun revelou fiasco tarefa desativador artefatos avisou maia isencao pis cofins produziria rombo fiscal r 12 5 bilhoes r 3 bilhoes camaera estimara deputados fizeram ouvidos moucos ativando bomba vamos corrigir senado disse marun acusando maia fazer populismo eunicio oliveira presidente senado tao preocupado crise voou quinta feira ceara faltava querosene aviacao brasilia eunicio milionario dispoe aviao proprio manteve habito decolar brasilia asas forca aerea brasileira todas comodidades dinheiro publico pode proporcionar capital eunicio apoiador temer estado aliado pt senador tenta reeleicao pegando carona prestigio presidiario lula eleitores sertanejos alertado fato custo alheamento poderia alto eunicio retornou pressas brasilia tempo acompanhar desdobramentos decisiva rodada negociacoes realizada planalto eliseu padilha negociador coordenou mesa torno sentaram representantes governo hipoteticos porta vozes caminhoneiros cujas boleias paira sombra baronato empresarial setor transporte carga autorizados temer ministros cederam 12 pontos entregaram congelamento diesel 30 dias ate r 5 bilhoes subsidios atenuar peso reajustes combustivel longo ano redigiu acordo todo mundo assinou subscreveu falava estao sublevados estradas deu dando nesta sexta feita estradas bloqueadas desabastecimento pino temer voltou holofotes avisar governo agora tera coragem exercer defesa povo brasileiro inquilino planalto trabalha verdade propria percebeu presidente assessorado servico informacoes imprestavel lideranca parlamentar cercado auxiliares desligaram realidade condicoes defender si proprio autoridade presidencial derreteu faz tempo'
'temer prefere declarar guerra caminhoneiros aborrecer mercado','leonardo sakamoto','26/05/2018','caminhoneiros parados br 381 minas gerais foto alex jesus tempo agencia globoao autorizar uso forcas armadas contra caminhoneiros governo michel temer mostra vez prefere enfrentar consequencias causas problema neste caso usar exercito grevistas inves encontrar solucao demandas apenas desta categoria outras sofrem atual politica precos combustiveis petrobras parte governo justifica uso militares desobstruir vias necessaria apos caminhoneiros terem cumprido acordo acordo boa parte caminhoneiros reconhece deu autorizacao firmado nome outra parte parece ignorar reivindicacoes motoristas autonomos dizendo tudo apenas locaute donos empresas transporte claro consequencias desabastecimento terriveis adianta encontrar solucao jogue bomba baixo tapete E padrao resposta social adotada diante crise seguranca publica rio genocidio jovens negros periferia razoes violencia urbana encontra politica fracassada guerra drogas transforma comunidades territorios serem disputados comercio armazenamento entorpecentes morrem moradores traficantes muitos pobres negros morrem policiais mal remunerados mal equipados mal assistidos faltam politicas empregos jovens escolas recursos hospitais qualidade estado importe pobre solucao adotada governo temer entregar area seguranca publica rio exercito ate final ano afirmando general poderia fazer preciso comando desde entao moradores comunidades ate fotografados fichados poderem deixar propria comunidade direitos civis guerra problema mexer causas qualquer circunstancia comprar briga mercado poder economico velha politica E mexer estruturas antigas desigualdade coisa temer faz pois colocaram la E facil comprar guerra contra pais final todos vamos pagar conta atraves reducao servicos publicos via corte impostos tempo deixa ironico triste pequena parcela caminhoneiros defendia intervencao militar conseguindo pediu'
'temer repete fez ano responde reivindicacoes exercito','leonardo sakamoto','25/05/2018','foto nilton cardin estadao conteudo governo agora tera coragem exercer autoridade afirmou michel temer nesta sexta 25 anunciar uso forca liberar rodovias bloqueadas greve caminhoneiros acionei forcas federais seguranca desbloquear estradas solicitando senhores governadores facam disse presidente exercicio autoridade atraves uso forcas federais incluindo exercito fim dissipar protestos manifestacoes reforca governo michel temer sabe conta respeito legitimidade parte populacao visto ator capaz etico mediar conflitos decorrentes agravamento situacao economica politica contrario proprio fatores perpetuacao crise pois envolvimento forcas armadas declaracao fracasso diz respeito conducao grandes debates nacionais dentro esfera civil outras palavras significa chamar ajuda devido propria incompetencia primeira vez michel temer pede ajuda responsavel ano dia 24 maio 2017 governo resolveu convocar 1300 integrantes exercito 200 fuzileiros navais publicando decreto garantia lei ordem glo diante manifestacao brasilia 150 mil pessoas acordo organizadores 45 mil segundo policia militar marcharam direcao congresso nacional contra reformas trabalhista previdencia saida michel temer protesto acabou duramente reprimido policiais alem costumeiras bombas gas balas borracha armas letais usadas contra manifestantes dezenas feridos grupo ateou fogo entrada dois ministerios depredou outros oito repercussao decreto tao negativa junto opiniao publico membros outros poderes revogado dia seguinte vale lembrar governo dilma rousseff regulamentou glo 19 dezembro 2013 trata emprego forcas armadas situacoes manutencao seguranca publica copa olimpiadas crises agudas seguranca estados impeachment aprovado receios esgarcamento institucional retirada presidente eleita voto popular motivo fragil pedaladas fiscais vez caminho solido cassacao chapa caixa 2 poderia causar infelizmente esgarcamento aconteceu vivemos momento sensacao desrespeito regras normas permitem viver sociedade minimo dignidade conta problemas lei enfrentados equipe base aliada proprios michel temer conseguiu garantir legitimidade cargo contrario conta daqueles apoiam populacao passou confiar menos instituicoes pois cupula politica pais segue regras restante sociedade sente vontade respeitar tambem clima tudo pode ajudou criar ondas violencia campo contra trabalhadores rurais indigenas aumentar violencia contra pessoas situacao rua pessoas sofrem dependencia drogas fazer subir violencia contra jornalistas movimentos sociais reivindicacoes caminhoneiros legitimas sobra apos pagar custo frete possivel manter dignidade ficou cara dificil crescimento concorrencia expansao frotas insatisfacao real cozida diversas instancias vida desses profissionais canalizada forma greve tudo indica donos frota quiseram pegar carona movimento caminhoneiros deslegitima demandas apaga situacao desses trabalhadores fim empresa capital misto petrobras objetivo apenas levar lucro acionistas fomentar desenvolvimento social brasileiro governo entregou empresa mercado agora consegue rediscutir equilibrio ambas funcoes governo temer deve avaliar contudo facil descer sarrafo grevistas enfrentar mercado fim revisar politica formacao precos combustiveis petrobras precisa povo manter palacio planalto ate final ano'
